epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,4579.57,1.30995,0.59052,1.00797,0.93045,0.90246,0.94594,0.59214,1.27935,0.53057,1.04589,0.007624,0.007624,0.007624
26,4665.46,1.29781,0.58454,1.00493,0.93154,0.9041,0.95092,0.5935,1.28166,0.53238,1.04849,0.007525,0.007525,0.007525
27,4760.52,1.29679,0.58335,1.00506,0.93707,0.90278,0.94895,0.59759,1.26844,0.52579,1.0403,0.007426,0.007426,0.007426
28,4875.28,1.29695,0.5822,1.00419,0.93317,0.91511,0.9566,0.60183,1.26757,0.52431,1.04512,0.007327,0.007327,0.007327
29,4990.66,1.29022,0.57537,1.0018,0.93117,0.90776,0.95488,0.60385,1.26255,0.51903,1.03962,0.007228,0.007228,0.007228
30,5147.46,1.29217,0.57635,1.00224,0.93487,0.90935,0.95425,0.60248,1.26767,0.51963,1.04247,0.007129,0.007129,0.007129
31,5329.28,1.28196,0.57133,1.00309,0.9381,0.91611,0.95544,0.60492,1.26168,0.51595,1.04028,0.00703,0.00703,0.00703
32,5468.01,1.28604,0.57093,0.99907,0.93915,0.91516,0.95761,0.60734,1.25842,0.51137,1.03759,0.006931,0.006931,0.006931
33,5624.42,1.2774,0.56864,0.99637,0.93769,0.90886,0.95454,0.60481,1.25528,0.51209,1.03627,0.006832,0.006832,0.006832
34,5781.35,1.27956,0.56806,0.99731,0.94058,0.91299,0.95942,0.61263,1.24919,0.50799,1.03383,0.006733,0.006733,0.006733
35,5917.64,1.26959,0.5623,0.99516,0.93919,0.91898,0.95986,0.61037,1.25467,0.50657,1.03779,0.006634,0.006634,0.006634
36,6081.66,1.27642,0.56164,0.99828,0.94318,0.91642,0.95994,0.61201,1.25284,0.50237,1.03731,0.006535,0.006535,0.006535
37,6222.07,1.26437,0.56026,0.99547,0.93938,0.91864,0.96004,0.61426,1.24517,0.50054,1.03338,0.006436,0.006436,0.006436
38,6367.27,1.2652,0.55839,0.99346,0.94146,0.91816,0.9603,0.61369,1.2507,0.50203,1.03739,0.006337,0.006337,0.006337
39,6591.39,1.25732,0.55335,0.99204,0.94707,0.91803,0.96186,0.61683,1.24181,0.49844,1.02999,0.006238,0.006238,0.006238
40,6797.53,1.26686,0.55617,0.99307,0.94265,0.92293,0.96282,0.61789,1.24183,0.49611,1.03309,0.006139,0.006139,0.006139
41,6926.93,1.25163,0.54992,0.98834,0.94251,0.92205,0.9622,0.62006,1.2423,0.49201,1.03295,0.00604,0.00604,0.00604
42,7056.98,1.25527,0.55121,0.98957,0.94832,0.92082,0.96237,0.61777,1.24166,0.49366,1.03207,0.005941,0.005941,0.005941
43,7214.26,1.24885,0.54593,0.98881,0.9447,0.92585,0.96471,0.62032,1.23821,0.49124,1.03265,0.005842,0.005842,0.005842
44,7399.13,1.24741,0.54938,0.98974,0.94523,0.92673,0.9633,0.62225,1.23663,0.4898,1.0286,0.005743,0.005743,0.005743
45,7530.99,1.24758,0.54359,0.99153,0.94361,0.92906,0.96385,0.62306,1.23286,0.48779,1.02949,0.005644,0.005644,0.005644
46,7648.77,1.2446,0.54135,0.98459,0.95064,0.92137,0.9637,0.62454,1.23012,0.48323,1.02946,0.005545,0.005545,0.005545
47,7800.82,1.2409,0.54146,0.98604,0.94638,0.92562,0.96516,0.62653,1.22834,0.48375,1.02728,0.005446,0.005446,0.005446
48,7958.48,1.2415,0.54103,0.98467,0.94904,0.9285,0.9654,0.62501,1.22909,0.48256,1.02644,0.005347,0.005347,0.005347
49,8118.62,1.23582,0.53786,0.98597,0.94783,0.92706,0.96679,0.62818,1.22397,0.48006,1.02402,0.005248,0.005248,0.005248
50,8312.5,1.22942,0.53399,0.98282,0.94955,0.92703,0.96594,0.6282,1.22619,0.4785,1.02694,0.005149,0.005149,0.005149
51,8463.8,1.23214,0.53518,0.98269,0.94602,0.93088,0.96739,0.62834,1.22674,0.47679,1.02498,0.00505,0.00505,0.00505
52,8631.63,1.2268,0.53093,0.98185,0.94832,0.92743,0.96535,0.62936,1.22293,0.47537,1.0241,0.004951,0.004951,0.004951
53,8776.33,1.22913,0.53187,0.98151,0.94589,0.93276,0.96626,0.63013,1.22186,0.47416,1.02404,0.004852,0.004852,0.004852
54,8906.8,1.22245,0.52776,0.98115,0.94892,0.92968,0.96617,0.63062,1.22211,0.47327,1.02561,0.004753,0.004753,0.004753
55,9098.01,1.22257,0.52815,0.97977,0.94903,0.92921,0.9672,0.63153,1.22,0.47183,1.02366,0.004654,0.004654,0.004654
56,9262.53,1.22004,0.52709,0.97918,0.94869,0.93188,0.96659,0.63162,1.22055,0.47049,1.02271,0.004555,0.004555,0.004555
57,9414.04,1.21688,0.52468,0.97799,0.95081,0.93173,0.96783,0.63329,1.22029,0.46929,1.02307,0.004456,0.004456,0.004456
58,9578.16,1.21022,0.52101,0.97668,0.9492,0.93179,0.96718,0.63297,1.21854,0.46848,1.02185,0.004357,0.004357,0.004357
59,9744.81,1.20971,0.52072,0.97521,0.94921,0.93423,0.96777,0.63238,1.21701,0.46705,1.02176,0.004258,0.004258,0.004258
60,9900.58,1.20797,0.5197,0.97449,0.95054,0.9321,0.96776,0.63324,1.2161,0.4671,1.02109,0.004159,0.004159,0.004159
61,10031.3,1.20737,0.51996,0.97463,0.94878,0.93205,0.96753,0.63364,1.2164,0.46653,1.02081,0.00406,0.00406,0.00406
62,10142.3,1.20967,0.5186,0.97452,0.95172,0.93041,0.96779,0.63357,1.21595,0.4656,1.02079,0.003961,0.003961,0.003961
63,10293.2,1.20508,0.516,0.97483,0.95054,0.9346,0.96784,0.6344,1.21667,0.46466,1.02046,0.003862,0.003862,0.003862
64,10448.8,1.20602,0.51529,0.97412,0.94863,0.93456,0.96822,0.63521,1.21525,0.46367,1.01958,0.003763,0.003763,0.003763
65,10601.6,1.19781,0.51317,0.97169,0.94672,0.933,0.96735,0.634,1.21561,0.46394,1.01985,0.003664,0.003664,0.003664
66,10756.5,1.19648,0.51141,0.97056,0.94884,0.93025,0.96797,0.63534,1.21353,0.46335,1.01864,0.003565,0.003565,0.003565
67,10891.3,1.19802,0.51144,0.97341,0.94624,0.93351,0.96807,0.63521,1.21396,0.46233,1.01834,0.003466,0.003466,0.003466
68,11045.7,1.19247,0.50911,0.97136,0.94733,0.93292,0.96808,0.63508,1.21325,0.46178,1.01821,0.003367,0.003367,0.003367
69,11170.1,1.18636,0.50753,0.96944,0.94872,0.93236,0.9687,0.63652,1.21246,0.46055,1.0175,0.003268,0.003268,0.003268
70,11298.3,1.18442,0.50568,0.9679,0.94959,0.93509,0.96953,0.63653,1.21191,0.45976,1.01747,0.003169,0.003169,0.003169
71,11454.1,1.18515,0.50319,0.96804,0.94963,0.93761,0.97025,0.63702,1.21118,0.45907,1.01736,0.00307,0.00307,0.00307
72,11626.8,1.17992,0.50329,0.96805,0.94982,0.93636,0.96931,0.63696,1.21038,0.45856,1.0174,0.002971,0.002971,0.002971
73,11750.3,1.18347,0.50325,0.9671,0.95039,0.93569,0.96911,0.6382,1.20931,0.45739,1.01719,0.002872,0.002872,0.002872
74,11875.6,1.1762,0.50063,0.96428,0.95157,0.93557,0.9693,0.63814,1.20996,0.45689,1.0175,0.002773,0.002773,0.002773
75,12015.3,1.17614,0.49998,0.96639,0.95177,0.93648,0.96954,0.63826,1.209,0.45603,1.01716,0.002674,0.002674,0.002674
76,12130.3,1.17146,0.49668,0.96557,0.95271,0.93602,0.9695,0.63902,1.20846,0.45539,1.01708,0.002575,0.002575,0.002575
77,12268.6,1.17034,0.49803,0.96289,0.95202,0.93455,0.96957,0.63912,1.20787,0.45486,1.01723,0.002476,0.002476,0.002476
78,12418.9,1.16302,0.49342,0.95951,0.95335,0.93429,0.96915,0.63872,1.20795,0.45493,1.01685,0.002377,0.002377,0.002377
79,12544.6,1.16536,0.49307,0.96284,0.94997,0.93756,0.97039,0.63904,1.20799,0.45434,1.01684,0.002278,0.002278,0.002278
80,12670.3,1.15867,0.49087,0.96161,0.95014,0.93637,0.97005,0.63921,1.20768,0.45405,1.01671,0.002179,0.002179,0.002179
81,12765.2,1.15851,0.49114,0.95982,0.95013,0.93703,0.96984,0.63911,1.20708,0.45377,1.01664,0.00208,0.00208,0.00208
82,12892.6,1.15257,0.48655,0.95851,0.95271,0.93671,0.96994,0.63968,1.20722,0.45309,1.01692,0.001981,0.001981,0.001981
83,12994.1,1.1562,0.48805,0.96113,0.95515,0.93635,0.9703,0.63981,1.20747,0.45275,1.0172,0.001882,0.001882,0.001882
84,13145.7,1.15448,0.48733,0.95972,0.95586,0.93339,0.97028,0.63976,1.20741,0.45239,1.01723,0.001783,0.001783,0.001783
85,13317.5,1.14761,0.48364,0.95481,0.95399,0.93436,0.9704,0.63989,1.20724,0.45204,1.01712,0.001684,0.001684,0.001684
86,13464.7,1.14656,0.48199,0.95621,0.95408,0.93516,0.97037,0.63978,1.20713,0.45187,1.01706,0.001585,0.001585,0.001585
87,13596.4,1.1429,0.48012,0.95548,0.95541,0.93524,0.97067,0.64047,1.20714,0.45169,1.01693,0.001486,0.001486,0.001486
88,13746.9,1.14291,0.48028,0.9551,0.95639,0.93564,0.97081,0.64058,1.2068,0.45151,1.01675,0.001387,0.001387,0.001387
89,13883.8,1.13783,0.47759,0.95358,0.95716,0.93448,0.97127,0.6411,1.20671,0.45108,1.01657,0.001288,0.001288,0.001288
90,13991.8,1.13173,0.47542,0.95196,0.95708,0.93524,0.97111,0.64121,1.20676,0.45091,1.01665,0.001189,0.001189,0.001189
91,14090.7,1.11438,0.45473,0.95887,0.95752,0.93451,0.97102,0.64097,1.20684,0.45043,1.01647,0.00109,0.00109,0.00109
92,14191.8,1.10741,0.45296,0.9591,0.95801,0.93425,0.97101,0.64087,1.2067,0.45007,1.01643,0.000991,0.000991,0.000991
93,14286.6,1.1011,0.44818,0.95731,0.95853,0.93434,0.97125,0.641,1.20668,0.44967,1.01646,0.000892,0.000892,0.000892
94,14376.8,1.09668,0.4468,0.95623,0.95786,0.93373,0.97097,0.64075,1.20664,0.44964,1.01642,0.000793,0.000793,0.000793
95,14468,1.09255,0.44488,0.9538,0.95421,0.93686,0.9713,0.64134,1.2067,0.44957,1.0165,0.000694,0.000694,0.000694
96,14563.5,1.08951,0.44368,0.9537,0.95529,0.93597,0.97106,0.64099,1.20664,0.44947,1.01639,0.000595,0.000595,0.000595
97,14660,1.08478,0.4409,0.95324,0.95387,0.93784,0.97137,0.64101,1.20657,0.44938,1.01648,0.000496,0.000496,0.000496
98,14751.1,1.08326,0.43998,0.95148,0.95265,0.93827,0.97112,0.64111,1.20662,0.44937,1.01653,0.000397,0.000397,0.000397
99,14841.2,1.08006,0.43839,0.95017,0.95352,0.93859,0.97141,0.64105,1.20659,0.44918,1.01655,0.000298,0.000298,0.000298
100,14934.6,1.07835,0.43659,0.95177,0.95527,0.93657,0.97122,0.64109,1.20665,0.44935,1.01669,0.000199,0.000199,0.000199
