epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,17816.7,1.25376,0.54658,0.99311,0.94545,0.91161,0.95974,0.61249,1.25125,0.49994,1.03889,0.0004456,0.0004456,0.0004456
30,18216.3,1.25743,0.54509,0.99336,0.94053,0.91287,0.95896,0.61042,1.26156,0.50326,1.04605,0.0004258,0.0004258,0.0004258
31,18539.7,1.24675,0.54133,0.99317,0.94422,0.91965,0.96049,0.61479,1.24984,0.49916,1.03964,0.000406,0.000406,0.000406
32,18891.6,1.24894,0.53993,0.98931,0.9381,0.92691,0.96134,0.61655,1.24991,0.4937,1.03795,0.0003862,0.0003862,0.0003862
33,19242.7,1.24159,0.53647,0.98709,0.94,0.92005,0.96122,0.61633,1.2462,0.49379,1.03851,0.0003664,0.0003664,0.0003664
34,19443.3,1.23933,0.53429,0.98691,0.93988,0.92545,0.96372,0.61896,1.24264,0.49281,1.03647,0.0003466,0.0003466,0.0003466
35,19944.4,1.23113,0.52994,0.98528,0.94536,0.92337,0.9642,0.62063,1.24339,0.48942,1.0355,0.0003268,0.0003268,0.0003268
36,20462.9,1.23648,0.52933,0.98838,0.94456,0.91943,0.96222,0.61954,1.24249,0.48849,1.03657,0.000307,0.000307,0.000307
37,20932.9,1.22167,0.5242,0.98448,0.94102,0.92611,0.96409,0.62387,1.23697,0.4862,1.03481,0.0002872,0.0002872,0.0002872
38,21598.2,1.2223,0.5232,0.98172,0.94465,0.92307,0.96296,0.62265,1.23801,0.48525,1.03409,0.0002674,0.0002674,0.0002674
39,21958.6,1.21365,0.51816,0.98113,0.94775,0.9259,0.96522,0.62537,1.23279,0.48173,1.0323,0.0002476,0.0002476,0.0002476
40,22115.9,1.22149,0.51997,0.9816,0.94765,0.92226,0.96547,0.62542,1.23111,0.48046,1.03375,0.0002278,0.0002278,0.0002278
41,22384.1,1.19134,0.49416,0.99072,0.94401,0.92727,0.96597,0.62766,1.23074,0.4801,1.03194,0.000208,0.000208,0.000208
42,22603,1.18069,0.48926,0.98669,0.94793,0.92654,0.96674,0.62791,1.23002,0.47893,1.03066,0.0001882,0.0001882,0.0001882
43,22790.8,1.17899,0.48487,0.98779,0.94515,0.92664,0.96723,0.62937,1.22724,0.47543,1.03092,0.0001684,0.0001684,0.0001684
44,23177.4,1.17202,0.48459,0.98276,0.94725,0.92734,0.96743,0.63051,1.22282,0.47433,1.02955,0.0001486,0.0001486,0.0001486
45,23486.7,1.16918,0.48025,0.98395,0.94536,0.92833,0.96805,0.63152,1.22373,0.4731,1.0304,0.0001288,0.0001288,0.0001288
46,23785.9,1.16359,0.47666,0.98255,0.94749,0.92994,0.9697,0.63229,1.22085,0.47118,1.02849,0.000109,0.000109,0.000109
47,23979.4,1.1599,0.47462,0.98008,0.94787,0.92783,0.96769,0.63318,1.22008,0.46996,1.02725,8.92e-05,8.92e-05,8.92e-05
48,24210,1.15616,0.47212,0.97882,0.94787,0.9313,0.96904,0.63302,1.21991,0.46919,1.02767,6.94e-05,6.94e-05,6.94e-05
49,24424.1,1.14889,0.46905,0.97611,0.94792,0.93105,0.96924,0.63351,1.2192,0.46861,1.02658,4.96e-05,4.96e-05,4.96e-05
50,24718.7,1.14391,0.46688,0.97361,0.94806,0.9291,0.96887,0.63396,1.21996,0.46778,1.02732,2.98e-05,2.98e-05,2.98e-05
