epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,17350.8,1.23359,0.52134,1.00056,0.94738,0.93066,0.96649,0.62936,1.22142,0.45938,1.05758,0.00505,0.00505,0.00505
52,17662,1.23259,0.51941,1.00094,0.94827,0.93381,0.96721,0.63067,1.22161,0.45739,1.05765,0.004951,0.004951,0.004951
53,18167,1.23231,0.51964,0.99925,0.94946,0.9321,0.96783,0.63089,1.22122,0.45767,1.05656,0.004852,0.004852,0.004852
54,18338,1.22593,0.51508,0.99763,0.9456,0.93355,0.96739,0.63125,1.22349,0.45631,1.05595,0.004753,0.004753,0.004753
55,18532.7,1.22595,0.51423,0.99604,0.94936,0.93022,0.96749,0.63172,1.22028,0.45441,1.05493,0.004654,0.004654,0.004654
56,19026.2,1.22408,0.51423,0.9974,0.95096,0.93131,0.96677,0.63099,1.21685,0.45327,1.05574,0.004555,0.004555,0.004555
57,19451.2,1.21955,0.51181,0.99387,0.95463,0.92878,0.96791,0.63304,1.21649,0.45157,1.05179,0.004456,0.004456,0.004456
58,19731.3,1.21325,0.50752,0.99529,0.95408,0.93037,0.96723,0.63395,1.2148,0.45153,1.0549,0.004357,0.004357,0.004357
59,20408.8,1.21332,0.50908,0.99369,0.95201,0.93401,0.9678,0.63418,1.21483,0.451,1.0565,0.004258,0.004258,0.004258
60,20896.7,1.21221,0.5076,0.99168,0.95049,0.93491,0.97055,0.63575,1.21497,0.45004,1.05409,0.004159,0.004159,0.004159
61,21400.2,1.20848,0.50568,0.9909,0.9508,0.93344,0.96929,0.63622,1.21274,0.44936,1.05205,0.00406,0.00406,0.00406
62,22233.5,1.21314,0.50537,0.99196,0.95485,0.93144,0.96946,0.63659,1.21172,0.44759,1.05229,0.003961,0.003961,0.003961
63,22625.9,1.20847,0.50292,0.99354,0.95069,0.93541,0.96893,0.63514,1.21278,0.44751,1.05405,0.003862,0.003862,0.003862
64,23398.5,1.20913,0.50243,0.99182,0.95087,0.9353,0.96933,0.6363,1.21262,0.44585,1.0531,0.003763,0.003763,0.003763
65,23794.7,1.20022,0.49918,0.98955,0.94966,0.93724,0.96933,0.63716,1.21224,0.44511,1.05464,0.003664,0.003664,0.003664
66,24155.1,1.19958,0.49727,0.98634,0.94781,0.94144,0.96971,0.63776,1.21037,0.44384,1.05079,0.003565,0.003565,0.003565
67,24343.2,1.20159,0.49848,0.98979,0.95117,0.93862,0.97091,0.63923,1.2096,0.44295,1.04881,0.003466,0.003466,0.003466
68,24530.8,1.19294,0.49523,0.98801,0.94952,0.94075,0.97099,0.64029,1.20886,0.4429,1.05007,0.003367,0.003367,0.003367
69,24798.7,1.18862,0.49338,0.98795,0.95367,0.93798,0.9712,0.64078,1.20876,0.44218,1.05184,0.003268,0.003268,0.003268
70,25083.4,1.18824,0.49229,0.98545,0.94956,0.93998,0.97059,0.64007,1.20876,0.44165,1.05166,0.003169,0.003169,0.003169
71,25524.3,1.18767,0.49019,0.9853,0.94886,0.94188,0.97,0.64012,1.20756,0.44096,1.05247,0.00307,0.00307,0.00307
72,25861.4,1.18193,0.48937,0.98621,0.9536,0.93854,0.97129,0.64086,1.20676,0.44042,1.05299,0.002971,0.002971,0.002971
73,26374.6,1.18651,0.48891,0.98448,0.9553,0.93852,0.97224,0.64133,1.20686,0.43935,1.05247,0.002872,0.002872,0.002872
74,26794.6,1.17979,0.48672,0.98174,0.95736,0.93673,0.97165,0.6406,1.20708,0.43888,1.05287,0.002773,0.002773,0.002773
75,27201.7,1.1776,0.4857,0.98266,0.95563,0.93826,0.97251,0.64148,1.20658,0.43814,1.05231,0.002674,0.002674,0.002674
76,27646.9,1.17321,0.48271,0.98179,0.95554,0.93893,0.97269,0.64232,1.20557,0.43747,1.05154,0.002575,0.002575,0.002575
77,28138.2,1.17297,0.48412,0.97913,0.95566,0.93954,0.97203,0.64313,1.20404,0.43685,1.05116,0.002476,0.002476,0.002476
78,28576.3,1.16411,0.47964,0.97648,0.95486,0.93961,0.97198,0.64265,1.20358,0.43644,1.05078,0.002377,0.002377,0.002377
79,29121.7,1.16873,0.47854,0.97945,0.95425,0.9407,0.97202,0.64352,1.20328,0.43607,1.05053,0.002278,0.002278,0.002278
80,29477.5,1.15927,0.47651,0.97919,0.95426,0.94205,0.97233,0.6439,1.20313,0.43556,1.05099,0.002179,0.002179,0.002179
81,30188.8,1.16137,0.47711,0.97669,0.95545,0.93967,0.97235,0.64407,1.20327,0.43535,1.05127,0.00208,0.00208,0.00208
82,30679.6,1.15533,0.47281,0.97434,0.95489,0.94133,0.97211,0.64469,1.20282,0.43482,1.05099,0.001981,0.001981,0.001981
83,30981,1.15664,0.47439,0.97707,0.95386,0.94144,0.97287,0.64466,1.20245,0.43433,1.05099,0.001882,0.001882,0.001882
84,31413.8,1.15587,0.47223,0.97796,0.95533,0.94128,0.97319,0.64533,1.20249,0.4338,1.05136,0.001783,0.001783,0.001783
85,31799.5,1.14897,0.46861,0.97016,0.95566,0.94107,0.97354,0.64546,1.20224,0.43359,1.05109,0.001684,0.001684,0.001684
86,32150.2,1.14946,0.46792,0.97265,0.95671,0.94081,0.97405,0.6456,1.2023,0.43335,1.05092,0.001585,0.001585,0.001585
87,32401.1,1.14561,0.46621,0.97149,0.95645,0.94199,0.97398,0.64598,1.20217,0.43316,1.05083,0.001486,0.001486,0.001486
88,32650.9,1.1429,0.46516,0.97057,0.95681,0.94099,0.97381,0.64562,1.20207,0.43275,1.05083,0.001387,0.001387,0.001387
89,32914.1,1.13903,0.46316,0.96927,0.9542,0.94244,0.97332,0.64568,1.20209,0.43252,1.05092,0.001288,0.001288,0.001288
90,33355.6,1.13354,0.46088,0.96819,0.95335,0.94324,0.97333,0.64606,1.20197,0.43232,1.051,0.001189,0.001189,0.001189
91,34116.6,1.11376,0.43923,0.97891,0.95393,0.94278,0.97316,0.64604,1.20215,0.43223,1.05123,0.00109,0.00109,0.00109
92,37285.5,1.10654,0.43738,0.97777,0.95406,0.94195,0.97357,0.64653,1.20212,0.43192,1.05134,0.000991,0.000991,0.000991
93,38896.4,1.1005,0.43215,0.9746,0.955,0.9418,0.97347,0.64626,1.20214,0.43166,1.05117,0.000892,0.000892,0.000892
94,40207.7,1.09473,0.43019,0.9748,0.95563,0.94194,0.9738,0.64602,1.2022,0.43127,1.05121,0.000793,0.000793,0.000793
95,42478.2,1.09201,0.42895,0.9723,0.95706,0.94063,0.97391,0.64643,1.20222,0.43118,1.05132,0.000694,0.000694,0.000694
96,43006.8,1.08897,0.42738,0.97162,0.95794,0.9404,0.97401,0.64624,1.20242,0.43103,1.05143,0.000595,0.000595,0.000595
97,43252.5,1.08361,0.42529,0.97031,0.95688,0.94062,0.97362,0.64625,1.20251,0.43096,1.0515,0.000496,0.000496,0.000496
98,43914.2,1.08135,0.4242,0.96794,0.95728,0.93985,0.97349,0.64633,1.20251,0.43093,1.05152,0.000397,0.000397,0.000397
99,44145.8,1.07873,0.42216,0.96724,0.95703,0.94073,0.9736,0.64662,1.20255,0.43085,1.05155,0.000298,0.000298,0.000298
100,44328.3,1.07717,0.42026,0.96861,0.95534,0.94155,0.97351,0.64644,1.20282,0.43077,1.05166,0.000199,0.000199,0.000199
