epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,13982.5,1.20394,0.51694,0.97337,0.94969,0.93429,0.9693,0.63543,1.2076,0.46378,1.01419,0.004555,0.004555,0.004555
68,14191.4,1.20302,0.51655,0.97164,0.95296,0.93386,0.97084,0.63536,1.2084,0.46361,1.01407,0.0044725,0.0044725,0.0044725
69,14399.9,1.19812,0.51395,0.97138,0.95505,0.92923,0.9697,0.6375,1.20717,0.46249,1.01411,0.00439,0.00439,0.00439
70,14608.5,1.20028,0.51401,0.97273,0.95238,0.93578,0.97102,0.63609,1.20804,0.46257,1.01378,0.0043075,0.0043075,0.0043075
71,14817.2,1.19605,0.51167,0.97046,0.95254,0.93838,0.97089,0.63653,1.20733,0.46091,1.01411,0.004225,0.004225,0.004225
72,15025.9,1.19697,0.51038,0.97266,0.95216,0.93923,0.97114,0.63686,1.20828,0.46075,1.0163,0.0041425,0.0041425,0.0041425
73,15234.7,1.19756,0.51281,0.97112,0.95423,0.93609,0.97138,0.63703,1.20886,0.46043,1.0169,0.00406,0.00406,0.00406
74,15443.5,1.19139,0.51008,0.96869,0.95277,0.93698,0.9716,0.63776,1.20599,0.4593,1.01496,0.0039775,0.0039775,0.0039775
75,15652.7,1.19051,0.50984,0.97001,0.95366,0.9338,0.97189,0.63874,1.20343,0.45825,1.01351,0.003895,0.003895,0.003895
76,15861.6,1.18377,0.50465,0.96665,0.95604,0.93347,0.97217,0.63895,1.20437,0.45713,1.01307,0.0038125,0.0038125,0.0038125
77,16070.3,1.18054,0.50362,0.96607,0.95551,0.94105,0.97323,0.64072,1.20201,0.45556,1.01148,0.00373,0.00373,0.00373
78,16278.8,1.18356,0.5056,0.96677,0.95364,0.93966,0.97316,0.64,1.20181,0.45516,1.01178,0.0036475,0.0036475,0.0036475
79,16486.9,1.18423,0.50355,0.9666,0.95659,0.93983,0.97373,0.64113,1.20096,0.45475,1.01097,0.003565,0.003565,0.003565
80,16696,1.18182,0.50271,0.96574,0.95432,0.94267,0.97303,0.64019,1.20029,0.45424,1.01048,0.0034825,0.0034825,0.0034825
81,16904.5,1.17835,0.50074,0.96684,0.95377,0.94404,0.97347,0.64099,1.1998,0.45423,1.01118,0.0034,0.0034,0.0034
82,17114,1.1797,0.50224,0.96387,0.95221,0.94204,0.97267,0.6417,1.19942,0.45328,1.01074,0.0033175,0.0033175,0.0033175
83,17323.1,1.17495,0.49981,0.96476,0.9533,0.94176,0.97357,0.64183,1.19931,0.45261,1.01026,0.003235,0.003235,0.003235
84,17532.2,1.1718,0.49691,0.96246,0.95367,0.94347,0.97345,0.64256,1.19881,0.45174,1.01047,0.0031525,0.0031525,0.0031525
85,17741.4,1.1687,0.49627,0.96066,0.9547,0.93972,0.97342,0.64338,1.19928,0.45147,1.011,0.00307,0.00307,0.00307
86,17950.4,1.16548,0.49323,0.95911,0.9556,0.93939,0.97288,0.64226,1.19883,0.45102,1.01107,0.0029875,0.0029875,0.0029875
87,18158.5,1.16365,0.49378,0.96216,0.95484,0.94048,0.97297,0.64273,1.19856,0.4505,1.01075,0.002905,0.002905,0.002905
88,18367,1.16004,0.49176,0.96031,0.9542,0.93912,0.97232,0.64245,1.19867,0.45049,1.011,0.0028225,0.0028225,0.0028225
89,18576.1,1.15838,0.49154,0.96103,0.95584,0.93667,0.97171,0.64181,1.19942,0.45072,1.01121,0.00274,0.00274,0.00274
90,18784.7,1.16214,0.49135,0.95879,0.95734,0.93538,0.97209,0.64172,1.19982,0.45067,1.0114,0.0026575,0.0026575,0.0026575
91,18993.1,1.15954,0.48892,0.96051,0.95765,0.93461,0.97186,0.64189,1.19955,0.44981,1.01095,0.002575,0.002575,0.002575
92,19201.5,1.15266,0.48761,0.95941,0.95662,0.93482,0.9728,0.64172,1.19873,0.44919,1.01006,0.0024925,0.0024925,0.0024925
93,19410.4,1.1554,0.48835,0.95864,0.9567,0.93506,0.97284,0.64257,1.19838,0.44866,1.00998,0.00241,0.00241,0.00241
94,19619,1.14858,0.48539,0.95419,0.95573,0.94008,0.97286,0.64287,1.19774,0.44806,1.00926,0.0023275,0.0023275,0.0023275
95,19827.8,1.1423,0.48225,0.9548,0.95706,0.94037,0.97313,0.64323,1.19747,0.44762,1.00906,0.002245,0.002245,0.002245
96,20036.6,1.14495,0.48271,0.95482,0.9584,0.93942,0.97323,0.64397,1.19746,0.44752,1.00904,0.0021625,0.0021625,0.0021625
97,20244.8,1.14561,0.48089,0.95448,0.9568,0.94208,0.97326,0.64364,1.19727,0.44743,1.00928,0.00208,0.00208,0.00208
98,20453.7,1.13587,0.4785,0.95203,0.95617,0.94241,0.97346,0.64368,1.19752,0.44726,1.00923,0.0019975,0.0019975,0.0019975
99,20662.2,1.13641,0.47799,0.95288,0.95758,0.94075,0.97385,0.64384,1.19728,0.44663,1.00908,0.001915,0.001915,0.001915
100,20870.7,1.13022,0.47631,0.9516,0.95489,0.94231,0.97336,0.64371,1.19705,0.44638,1.0091,0.0018325,0.0018325,0.0018325
101,21078.7,1.12896,0.47522,0.95225,0.95319,0.94278,0.97324,0.64433,1.19719,0.44603,1.00865,0.00175,0.00175,0.00175
102,21287.5,1.12625,0.47347,0.95151,0.95598,0.94223,0.97363,0.64437,1.19709,0.44589,1.00865,0.0016675,0.0016675,0.0016675
103,21496.3,1.12368,0.47265,0.9485,0.9549,0.94206,0.97351,0.64455,1.19707,0.44575,1.00884,0.001585,0.001585,0.001585
104,21704.7,1.1279,0.47314,0.95102,0.95546,0.94164,0.97312,0.64469,1.19696,0.44565,1.00891,0.0015025,0.0015025,0.0015025
105,21913.9,1.12328,0.47035,0.95007,0.95508,0.94303,0.97308,0.64451,1.19698,0.44527,1.00889,0.00142,0.00142,0.00142
106,22122.9,1.11887,0.46874,0.94713,0.95684,0.94144,0.9736,0.64489,1.19703,0.44508,1.00886,0.0013375,0.0013375,0.0013375
107,22331.5,1.11748,0.46805,0.94707,0.95468,0.94406,0.97387,0.64522,1.19713,0.44496,1.00888,0.001255,0.001255,0.001255
108,22539.8,1.11436,0.46583,0.94552,0.95543,0.94309,0.97394,0.64575,1.19726,0.44488,1.00883,0.0011725,0.0011725,0.0011725
109,22748.9,1.11286,0.46549,0.94495,0.95526,0.94269,0.97384,0.64533,1.19744,0.4446,1.00891,0.00109,0.00109,0.00109
110,22957.8,1.11235,0.46548,0.94501,0.95399,0.94323,0.97348,0.64542,1.19763,0.44455,1.00893,0.0010075,0.0010075,0.0010075
111,23164.3,1.08515,0.44325,0.95183,0.95463,0.94366,0.97363,0.64546,1.19804,0.44446,1.00907,0.000925,0.000925,0.000925
112,23369.4,1.07684,0.43993,0.94778,0.95456,0.94488,0.9737,0.64542,1.19826,0.44441,1.00913,0.0008425,0.0008425,0.0008425
113,23574.6,1.07073,0.43679,0.94765,0.95426,0.94453,0.97363,0.64544,1.19837,0.44413,1.00927,0.00076,0.00076,0.00076
114,23780,1.06715,0.43516,0.94489,0.95575,0.94427,0.97376,0.64545,1.19859,0.44421,1.00936,0.0006775,0.0006775,0.0006775
115,23985.3,1.0617,0.43276,0.94533,0.95675,0.94196,0.97351,0.64546,1.19862,0.44391,1.00942,0.000595,0.000595,0.000595
116,24190.5,1.06029,0.43222,0.94499,0.9576,0.94192,0.97352,0.64555,1.19866,0.4439,1.00944,0.0005125,0.0005125,0.0005125
117,24395.7,1.05689,0.42993,0.94451,0.9576,0.94228,0.9736,0.6452,1.19893,0.44398,1.0097,0.00043,0.00043,0.00043
118,24601.3,1.05329,0.42879,0.94197,0.95795,0.94198,0.97323,0.64538,1.19916,0.44405,1.00989,0.0003475,0.0003475,0.0003475
119,24806.6,1.04964,0.42744,0.94336,0.95856,0.94167,0.97321,0.64512,1.19927,0.44398,1.00997,0.000265,0.000265,0.000265
120,25012.2,1.04786,0.426,0.94088,0.95855,0.94129,0.9734,0.64529,1.19951,0.44401,1.01012,0.0001825,0.0001825,0.0001825
